hotelID,keywords1,keywords2,keywords3
17705,way,key card,Pizza
4925,bill,elevator,way
12731,soda,,bill
34207,late service,not recommend,soda
18393, Great hotel. , loved it,Pool
115663,snacks,water view,hours tea coffee
10638,issue,mixed drink,negative feelings
21646,beer,,cold
22551,weekend,,way
23175,bad beer,,elevator
14235,nice perk,dam kids,odor
15462,Clean rooms,Pool,Strong smell
21046,floor guests,good food hot,not well 
65760,floor guests,negative feelings,cold
19607,noise,YO bottle of Jameson,way
22934,snacks,water view,elevator
7966,issue,mixed drink,odor
20839,hot tub minor ,margharita sweey,Strong smell
21840,wife,way,not well 
12335,key card,bill,disappointment All
98915,elevator,soda,
10565,Clean rooms,Pool,hot tub minor 
26498,weekend,hours tea coffee,wife
2572,YO bottle of Jameson,negative feelings,hot tub minor 
6959,mixed drink,cold,wife
34086,wife,way,key card
118170,beds,elevator,elevator
63534,soda,odor,
17165,force,Strong smell,not recommend
7158,noise,not well , loved it
15933,issue,disappointment All,water view
82366,hours tea coffee,,mixed drink
7745,Hospitality room,hot tub minor ,
698,water view,wife,
8399,mixed drink,hot tub minor ,
43199,Pizza,wife,dam kids
5130,way,key card,Pool
13129,bill,elevator,good food hot
14215,soda,,negative feelings
2143,late service,not recommend,YO bottle of Jameson
9960, Great hotel. , loved it,water view
7863,snacks,water view,mixed drink
19832,issue,mixed drink,margharita sweey
21999,hot tub minor ,Pizza,way
17657,wife,way,bill
20453,key card,bill,soda
16460,elevator,soda,Pool
971,Clean rooms,Pool,hours tea coffee
3798,weekend,hours tea coffee,negative feelings
8718,YO bottle of Jameson,negative feelings,cold
14897,mixed drink,cold,way
3375,wife,way,elevator
3482,beds,elevator,odor
17943,soda,odor,Strong smell
18118,force,Strong smell,not well 
23860,noise,not well ,disappointment All
47606,mixed drink,cold,
83768,wife,way,hot tub minor 
106901,beds,elevator,wife
116920,soda,odor,hot tub minor 
27105,force,Strong smell,wife
119233,noise,not well ,key card
15254,issue,disappointment All,elevator
64772,hours tea coffee,,
11398,Hospitality room,hot tub minor ,not recommend
16165,water view,wife, loved it
22658,mixed drink,hot tub minor ,water view
71788,Pizza,wife,mixed drink
9698,way,key card,Pizza
2589,bill,elevator,way
19361,soda,,bill
107442,late service,not recommend,soda
23958, Great hotel. , loved it,Pool
116726,snacks,water view,hours tea coffee
18319,issue,mixed drink,negative feelings
3643,beer,,cold
79443,weekend,,way
14007,bad beer,,elevator
84883,nice perk,dam kids,odor
27125,Clean rooms,Pool,Strong smell
57,floor guests,good food hot,not well 
14199,floor guests,negative feelings,cold
46301,noise,YO bottle of Jameson,way
23599,snacks,water view,elevator
34349,issue,mixed drink,odor
5550,hot tub minor ,margharita sweey,Strong smell
4987,wife,way,not well 
13918,key card,bill,disappointment All
1522,elevator,soda,
10042,Clean rooms,Pool,hot tub minor 
20201,weekend,hours tea coffee,wife
12494,YO bottle of Jameson,negative feelings,hot tub minor 
10463,mixed drink,cold,wife
84522,wife,way,key card
6279,beds,elevator,elevator
27065,soda,odor,
6627,force,Strong smell,not recommend
64177,noise,not well , loved it
24322,issue,disappointment All,water view
9497,hours tea coffee,,mixed drink
17161,Hospitality room,hot tub minor ,
18305,water view,wife,
54704,mixed drink,hot tub minor ,
240,Pizza,wife,dam kids
47271,way,key card,Pool
41134,bill,elevator,good food hot
28359,soda,,negative feelings
23356,late service,not recommend,YO bottle of Jameson
8382, Great hotel. , loved it,water view
11221,snacks,water view,mixed drink
15729,issue,mixed drink,margharita sweey
16910,hot tub minor ,Pizza,way
18385,wife,way,bill
28017,key card,bill,soda
41178,elevator,soda,Pool
47124,Clean rooms,Pool,hours tea coffee
5757,weekend,hours tea coffee,negative feelings
83688,YO bottle of Jameson,negative feelings,cold
10801,mixed drink,cold,way
62552,wife,way,elevator
84798,beds,elevator,odor
20734,soda,odor,Strong smell
16908,force,Strong smell,not well 
7194,noise,not well ,disappointment All
85136,mixed drink,cold,
14060,wife,way,hot tub minor 
19660,beds,elevator,wife
11054,soda,odor,hot tub minor 
15806,force,Strong smell,wife
20581,noise,not well ,key card
27698,issue,disappointment All,elevator
79552,hours tea coffee,,
5143,Hospitality room,hot tub minor ,not recommend
28342,water view,wife, loved it
10265,mixed drink,hot tub minor ,water view
25295,Pizza,wife,mixed drink
84843,way,key card,Pizza
8101,bill,elevator,way
25284,soda,,bill
28042,late service,not recommend,soda
9590, Great hotel. , loved it,Pool
26073,snacks,water view,hours tea coffee
23437,issue,mixed drink,negative feelings
56755,beer,,cold
49416,weekend,,way
34401,bad beer,,elevator
21748,nice perk,dam kids,odor
501,Clean rooms,Pool,Strong smell
54182,floor guests,good food hot,not well 
4937,floor guests,negative feelings,cold
20586,noise,YO bottle of Jameson,way
23412,snacks,water view,elevator
5508,issue,mixed drink,odor
126870,hot tub minor ,margharita sweey,Strong smell
16454,wife,way,not well 
48827,key card,bill,disappointment All
63726,elevator,soda,
43341,Clean rooms,Pool,hot tub minor 
23763,weekend,hours tea coffee,wife
50147,YO bottle of Jameson,negative feelings,hot tub minor 
5274,mixed drink,cold,wife
14746,wife,way,key card
15382,beds,elevator,elevator
22760,soda,odor,
42516,force,Strong smell,not recommend
2784,noise,not well , loved it
6586,issue,disappointment All,water view
14072,hours tea coffee,,mixed drink
67821,Hospitality room,hot tub minor ,
45152,water view,wife,
14575,mixed drink,hot tub minor ,
1090,Pizza,wife,
21185,way,key card,
42300,bill,elevator,
25091,soda,,
4614,late service,not recommend,
50564, Great hotel. , loved it,
60017,snacks,water view,
19572,issue,mixed drink,
21768,hot tub minor ,Pizza,
14182,wife,way,
20641,key card,bill,
116319,elevator,soda,
14781,Clean rooms,Pool,
25329,weekend,hours tea coffee,
34366,YO bottle of Jameson,negative feelings,
4203,mixed drink,cold,
5244,wife,way,
11008,beds,elevator,
14219,soda,odor,
15486,force,Strong smell,
20476,noise,not well ,
40878,mixed drink,cold,
69125,wife,way,
23367,beds,elevator,
3372,soda,odor,
52871,force,Strong smell,
25311,noise,not well ,
5602,issue,disappointment All,
23719,hours tea coffee,,
5076,Hospitality room,hot tub minor ,
28068,water view,wife,
4059,mixed drink,hot tub minor ,
8978,Pizza,wife,
55708,way,key card,
9868,bill,elevator,
106310,soda,,
15947,late service,not recommend,
44757, Great hotel. , loved it,
7352,snacks,water view,
122965,issue,mixed drink,
43014,beer,,
15344,weekend,,
2295,bad beer,,
3473,nice perk,dam kids,
16277,Clean rooms,Pool,
41343,floor guests,good food hot,
50778,floor guests,negative feelings,
16043,noise,YO bottle of Jameson,
74585,snacks,water view,
516,issue,mixed drink,
23768,hot tub minor ,margharita sweey,
42480,wife,way,
67732,key card,bill,
112816,elevator,soda,
114388,Clean rooms,Pool,
67509,weekend,hours tea coffee,
27061,YO bottle of Jameson,negative feelings,
5081,mixed drink,cold,
19621,wife,way,
123010,beds,elevator,
2569,soda,odor,
23935,force,Strong smell,
82258,noise,not well ,
27831,issue,disappointment All,
54531,hours tea coffee,,
23774,Hospitality room,hot tub minor ,
63869,water view,wife,
116815,mixed drink,hot tub minor ,
16598,Pizza,wife,
19645,way,key card,
50598,bill,elevator,
79091,soda,,
27241,late service,not recommend,
66342, Great hotel. , loved it,
40865,snacks,water view,
10525,issue,mixed drink,
72212,hot tub minor ,Pizza,
10902,wife,way,
3993,key card,bill,
116570,elevator,soda,
4590,Clean rooms,Pool,
8170,weekend,hours tea coffee,
25032,YO bottle of Jameson,negative feelings,
46419,mixed drink,cold,
110468,wife,way,
26690,beds,elevator,
13049,soda,odor,
900,force,Strong smell,
116766,noise,not well ,
61976,mixed drink,cold,
4935,wife,way,
7942,beds,elevator,
23224,soda,odor,
23391,force,Strong smell,
50220,noise,not well ,
84976,issue,disappointment All,
126849,hours tea coffee,,
117150,Hospitality room,hot tub minor ,
16799,water view,wife,
25212,mixed drink,hot tub minor ,
62991,Pizza,wife,
14046,way,key card,
43087,bill,elevator,
16893,soda,,
1370,late service,not recommend,
23492, Great hotel. , loved it,
43486,snacks,water view,
82963,issue,mixed drink,
27058,beer,,
3018,weekend,,
10961,bad beer,,
20941,nice perk,dam kids,
40280,Clean rooms,Pool,
108945,floor guests,good food hot,
5357,floor guests,negative feelings,
58237,noise,YO bottle of Jameson,
18253,snacks,water view,
19399,issue,mixed drink,
5833,hot tub minor ,margharita sweey,
20217,wife,way,
393,key card,bill,
9909,elevator,soda,
122874,Clean rooms,Pool,
40832,weekend,hours tea coffee,
43622,YO bottle of Jameson,negative feelings,
20475,mixed drink,cold,
23722,wife,way,
18953,beds,elevator,
27165,soda,odor,
41708,force,Strong smell,
123468,noise,not well ,
18588,issue,disappointment All,
25198,hours tea coffee,,
34098,Hospitality room,hot tub minor ,
70323,water view,wife,
760,mixed drink,hot tub minor ,
62483,Pizza,wife,
84179,way,key card,
44577,bill,elevator,
2785,soda,,
7913,late service,not recommend,
16925, Great hotel. , loved it,
120133,snacks,water view,
4467,issue,mixed drink,
19707,hot tub minor ,Pizza,
26180,wife,way,
21696,key card,bill,
18540,elevator,soda,
40727,Clean rooms,Pool,
105920,weekend,hours tea coffee,
16262,YO bottle of Jameson,negative feelings,
7334,mixed drink,cold,
15939,wife,way,
3840,beds,elevator,
3767,soda,odor,
26752,force,Strong smell,
5726,noise,not well ,
18817,mixed drink,cold,
23823,wife,way,
62690,beds,elevator,
870,soda,odor,
3414,force,Strong smell,
9758,noise,not well ,
20848,issue,disappointment All,
55347,hours tea coffee,,
40099,Hospitality room,hot tub minor ,
10622,water view,wife,
24379,mixed drink,hot tub minor ,
7939,Pizza,wife,
25470,way,key card,
15833,bill,elevator,
39811,soda,,
101968,late service,not recommend,
12877, Great hotel. , loved it,
7329,snacks,water view,
6219,issue,mixed drink,
10010,beer,,
11148,weekend,,
11536,bad beer,,
25114,nice perk,dam kids,
40292,Clean rooms,Pool,
1043,floor guests,good food hot,
6560,floor guests,negative feelings,
124149,noise,YO bottle of Jameson,
6475,snacks,water view,
35782,issue,mixed drink,
52837,hot tub minor ,margharita sweey,
182,wife,way,
3342,key card,bill,
14388,elevator,soda,
62949,Clean rooms,Pool,
63395,weekend,hours tea coffee,
18682,YO bottle of Jameson,negative feelings,
11364,mixed drink,cold,
63879,wife,way,
53856,beds,elevator,
20124,soda,odor,
26861,force,Strong smell,
19991,noise,not well ,
7419,issue,disappointment All,
64484,hours tea coffee,,
26471,Hospitality room,hot tub minor ,
19044,water view,wife,
11274,mixed drink,hot tub minor ,
1596,Pizza,wife,
26288,way,key card,
25307,bill,elevator,
42840,soda,,
123760,late service,not recommend,
46584, Great hotel. , loved it,
63637,snacks,water view,
68063,issue,mixed drink,
6378,hot tub minor ,Pizza,
11260,wife,way,
24126,key card,bill,
64282,elevator,soda,
7034,Clean rooms,Pool,
13592,weekend,hours tea coffee,
124534,YO bottle of Jameson,negative feelings,
64238,mixed drink,cold,
1489,wife,way,
2264,beds,elevator,
14457,soda,odor,
40426,force,Strong smell,
15203,noise,not well ,
40880,mixed drink,cold,
41695,wife,way,
116557,beds,elevator,
41451,soda,odor,
63732,force,Strong smell,
21438,noise,not well ,
7798,issue,disappointment All,
119537,hours tea coffee,,
12045,Hospitality room,hot tub minor ,
28082,water view,wife,
81070,mixed drink,hot tub minor ,
64232,Pizza,wife,
10137,way,key card,
119757,bill,elevator,
63376,soda,,
57401,late service,not recommend,
26074, Great hotel. , loved it,
54418,snacks,water view,
39991,issue,mixed drink,
10966,beer,,
6731,weekend,,
546,bad beer,,
10052,nice perk,dam kids,
111661,Clean rooms,Pool,
49835,floor guests,good food hot,
54415,floor guests,negative feelings,
11138,noise,YO bottle of Jameson,
120668,snacks,water view,
27274,issue,mixed drink,
21216,hot tub minor ,margharita sweey,
103478,wife,way,
8752,key card,bill,
54039,elevator,soda,
42186,Clean rooms,Pool,
115361,weekend,hours tea coffee,
7383,YO bottle of Jameson,negative feelings,
18481,mixed drink,cold,
4524,wife,way,
63510,beds,elevator,
5183,soda,odor,
25743,force,Strong smell,
2649,noise,not well ,
6498,issue,disappointment All,
9472,hours tea coffee,,
54822,Hospitality room,hot tub minor ,
10376,water view,wife,
16550,mixed drink,hot tub minor ,
20921,Pizza,wife,
62686,way,key card,
67430,bill,elevator,
23800,soda,,
68216,late service,not recommend,
13538, Great hotel. , loved it,
67371,snacks,water view,
67881,issue,mixed drink,
47963,hot tub minor ,Pizza,
60937,wife,way,
5754,key card,bill,
43507,elevator,soda,
15323,Clean rooms,Pool,
541,weekend,hours tea coffee,
11082,YO bottle of Jameson,negative feelings,
16831,mixed drink,cold,
40914,wife,way,
43976,beds,elevator,
50566,soda,odor,
54681,force,Strong smell,
120262,noise,not well ,
123873,mixed drink,cold,
8200,wife,way,
21877,beds,elevator,
79592,soda,odor,
7645,force,Strong smell,
48659,noise,not well ,
6407,issue,disappointment All,
24407,hours tea coffee,,
24145,Hospitality room,hot tub minor ,
10198,water view,wife,
20431,mixed drink,hot tub minor ,
21425,Pizza,wife,
14550,way,key card,
22500,bill,elevator,
20147,soda,,
84278,late service,not recommend,
57981, Great hotel. , loved it,
50958,snacks,water view,
6790,issue,mixed drink,
106665,beer,,
22061,weekend,,
58116,bad beer,,
48542,nice perk,dam kids,
2713,Clean rooms,Pool,
27976,floor guests,good food hot,
16822,floor guests,negative feelings,
12677,noise,YO bottle of Jameson,
6531,snacks,water view,
7339,issue,mixed drink,
57998,hot tub minor ,margharita sweey,
13395,wife,way,
18513,key card,bill,
27379,elevator,soda,
118187,Clean rooms,Pool,
24777,weekend,hours tea coffee,
53197,YO bottle of Jameson,negative feelings,
5962,mixed drink,cold,
124291,wife,way,
44131,beds,elevator,
21297,soda,odor,
97815,force,Strong smell,
27876,noise,not well ,
7572,issue,disappointment All,
84400,hours tea coffee,,
27160,Hospitality room,hot tub minor ,
40829,water view,wife,
24707,mixed drink,hot tub minor ,
48951,Pizza,wife,
22336,way,key card,
19554,bill,elevator,
19220,soda,,
15973,late service,not recommend,
20324, Great hotel. , loved it,
20626,snacks,water view,
27417,issue,mixed drink,
42731,hot tub minor ,Pizza,
7199,wife,way,
15606,key card,bill,
118992,elevator,soda,
7356,Clean rooms,Pool,
2305,weekend,hours tea coffee,
10578,YO bottle of Jameson,negative feelings,
24330,mixed drink,cold,
41437,wife,way,
76640,beds,elevator,
21764,soda,odor,
1552,force,Strong smell,
43220,noise,not well ,
6805,mixed drink,cold,
11964,wife,way,
12909,beds,elevator,
41715,soda,odor,
19702,force,Strong smell,
43394,noise,not well ,
117378,issue,disappointment All,
6075,hours tea coffee,,
34132,Hospitality room,hot tub minor ,
11715,water view,wife,
22566,mixed drink,hot tub minor ,
9897,Pizza,wife,
23010,way,key card,
140359,bill,elevator,
6699,soda,,
6148,late service,not recommend,
49987, Great hotel. , loved it,
20222,snacks,water view,
7397,issue,mixed drink,
5616,beer,,
22199,weekend,,
4727,bad beer,,
9535,nice perk,dam kids,
27441,Clean rooms,Pool,
116462,floor guests,good food hot,
17071,floor guests,negative feelings,
23146,noise,YO bottle of Jameson,
2391,snacks,water view,
36656,issue,mixed drink,
118957,hot tub minor ,margharita sweey,
23195,wife,way,
67420,key card,bill,
8096,elevator,soda,
17634,Clean rooms,Pool,
696,weekend,hours tea coffee,
10518,YO bottle of Jameson,negative feelings,
3868,mixed drink,cold,
12922,wife,way,
21173,beds,elevator,
64258,soda,odor,
108028,force,Strong smell,
64178,noise,not well ,
28319,issue,disappointment All,
120553,hours tea coffee,,
11133,Hospitality room,hot tub minor ,
15696,water view,wife,
44433,mixed drink,hot tub minor ,
14446,Pizza,wife,
15784,way,key card,
4327,bill,elevator,
50055,soda,,
12089,late service,not recommend,
14517, Great hotel. , loved it,
54356,snacks,water view,
19173,issue,mixed drink,
11075,hot tub minor ,Pizza,
26531,wife,way,
5903,key card,bill,
8470,elevator,soda,
24554,Clean rooms,Pool,
46574,weekend,hours tea coffee,
80729,YO bottle of Jameson,negative feelings,
4251,mixed drink,cold,
118948,wife,way,
6461,beds,elevator,
2429,soda,odor,
28356,force,Strong smell,
9944,noise,not well ,
4713,mixed drink,cold,
65748,wife,way,
64157,beds,elevator,
7186,soda,odor,
12848,force,Strong smell,
124139,noise,not well ,
118554,issue,disappointment All,
3036,hours tea coffee,,
12432,Hospitality room,hot tub minor ,
12459,water view,wife,
7248,mixed drink,hot tub minor ,
26223,Pizza,wife,
28127,way,key card,
50529,bill,elevator,
20868,soda,,
40501,late service,not recommend,
42623, Great hotel. , loved it,
40782,snacks,water view,
1676,issue,mixed drink,
18211,beer,,
11909,weekend,,
104344,bad beer,,
10208,nice perk,dam kids,
21266,Clean rooms,Pool,
14375,floor guests,good food hot,
27536,floor guests,negative feelings,
714,noise,YO bottle of Jameson,
18758,snacks,water view,
14815,issue,mixed drink,
4051,hot tub minor ,margharita sweey,
22868,wife,way,
18463,key card,bill,
24971,elevator,soda,
20712,Clean rooms,Pool,
5650,weekend,hours tea coffee,
14892,YO bottle of Jameson,negative feelings,
15698,mixed drink,cold,
3686,wife,way,
17487,beds,elevator,
25190,soda,odor,
26917,force,Strong smell,
24273,noise,not well ,
26294,issue,disappointment All,
27100,hours tea coffee,,
25403,Hospitality room,hot tub minor ,
3289,water view,wife,
5762,mixed drink,hot tub minor ,
19489,Pizza,wife,
63665,way,key card,
14751,bill,elevator,
27562,soda,,
53990,late service,not recommend,
119116, Great hotel. , loved it,
15772,snacks,water view,
63397,issue,mixed drink,
19512,hot tub minor ,Pizza,
26426,wife,way,
24736,key card,bill,
41760,elevator,soda,
83951,Clean rooms,Pool,
1821,weekend,hours tea coffee,
15202,YO bottle of Jameson,negative feelings,
84128,mixed drink,cold,
67385,wife,way,
2578,beds,elevator,
26260,soda,odor,
14835,force,Strong smell,
9666,noise,not well ,
22054,mixed drink,cold,
101964,wife,way,
34138,beds,elevator,
3694,soda,odor,
17572,force,Strong smell,
77613,noise,not well ,
4760,issue,disappointment All,
84453,hours tea coffee,,
85035,Hospitality room,hot tub minor ,
43229,water view,wife,
16580,mixed drink,hot tub minor ,
26423,Pizza,wife,
4856,way,key card,
42339,bill,elevator,
4410,soda,,
64805,late service,not recommend,
5228, Great hotel. , loved it,
50155,snacks,water view,
10939,issue,mixed drink,
40276,beer,,
21040,weekend,,
64814,bad beer,,
25407,nice perk,dam kids,
24718,Clean rooms,Pool,
24094,floor guests,good food hot,
26738,floor guests,negative feelings,
34730,noise,YO bottle of Jameson,
12829,snacks,water view,
20389,issue,mixed drink,
25900,hot tub minor ,margharita sweey,
43454,wife,way,
2102,key card,bill,
23858,elevator,soda,
2896,Clean rooms,Pool,
3607,weekend,hours tea coffee,
13487,YO bottle of Jameson,negative feelings,
80,mixed drink,cold,
49667,wife,way,
85017,beds,elevator,
26502,soda,odor,
6433,force,Strong smell,
7713,noise,not well ,
14775,issue,disappointment All,
68617,hours tea coffee,,
5774,Hospitality room,hot tub minor ,
4686,water view,wife,
11963,mixed drink,hot tub minor ,
21797,Pizza,wife,
2438,way,key card,
5101,bill,elevator,
7164,soda,,
10209,late service,not recommend,
45518, Great hotel. , loved it,
6668,snacks,water view,
10913,issue,mixed drink,
7709,hot tub minor ,Pizza,
5986,wife,way,
42461,key card,bill,
48012,elevator,soda,
3308,Clean rooms,Pool,
17858,weekend,hours tea coffee,
5693,YO bottle of Jameson,negative feelings,
51265,mixed drink,cold,
1450,wife,way,
1420,beds,elevator,
41833,soda,odor,
106147,force,Strong smell,
79553,noise,not well ,
2742,mixed drink,cold,
12789,wife,way,
17618,beds,elevator,
23007,soda,odor,
24997,force,Strong smell,
61049,noise,not well ,
7138,issue,disappointment All,
104205,hours tea coffee,,
42901,Hospitality room,hot tub minor ,
10663,water view,wife,
34432,mixed drink,hot tub minor ,
64237,Pizza,wife,
101973,way,key card,
27801,bill,elevator,
2973,soda,,
18915,late service,not recommend,
20948, Great hotel. , loved it,
72488,snacks,water view,
14369,issue,mixed drink,
24394,beer,,
17700,weekend,,
6288,bad beer,,
19737,nice perk,dam kids,
22318,Clean rooms,Pool,
25010,floor guests,good food hot,
27849,floor guests,negative feelings,
15771,noise,YO bottle of Jameson,
1993,snacks,water view,
2584,issue,mixed drink,
3873,hot tub minor ,margharita sweey,
20424,wife,way,
63792,key card,bill,
8113,elevator,soda,
34874,Clean rooms,Pool,
4906,weekend,hours tea coffee,
18359,YO bottle of Jameson,negative feelings,
40062,mixed drink,cold,
62537,wife,way,
15783,beds,elevator,
27815,soda,odor,
14696,force,Strong smell,
27081,noise,not well ,
107141,issue,disappointment All,
19806,hours tea coffee,,
117130,Hospitality room,hot tub minor ,
21668,water view,wife,
14071,mixed drink,hot tub minor ,
76745,Pizza,wife,
63906,way,key card,
63763,bill,elevator,
23163,soda,,
27783,late service,not recommend,
64250, Great hotel. , loved it,
11788,snacks,water view,
5051,issue,mixed drink,
19382,hot tub minor ,Pizza,
11268,wife,way,
122949,key card,bill,
21089,elevator,soda,
3856,Clean rooms,Pool,
26769,weekend,hours tea coffee,
24426,YO bottle of Jameson,negative feelings,
43508,mixed drink,cold,
10213,wife,way,
67237,beds,elevator,
23681,soda,odor,
6437,force,Strong smell,
120574,noise,not well ,
3060,mixed drink,cold,
24261,wife,way,
16960,beds,elevator,
5526,soda,odor,
97082,force,Strong smell,
25129,noise,not well ,
8924,issue,disappointment All,
18069,hours tea coffee,,
84177,Hospitality room,hot tub minor ,
22647,water view,wife,
1443,mixed drink,hot tub minor ,
8613,Pizza,wife,
8712,way,key card,
28647,bill,elevator,
15927,soda,,
16855,late service,not recommend,
13089, Great hotel. , loved it,
13086,snacks,water view,
40168,issue,mixed drink,
6438,beer,,
20590,weekend,,
2828,bad beer,,
10234,nice perk,dam kids,
2794,Clean rooms,Pool,
7982,floor guests,good food hot,
10464,floor guests,negative feelings,
14354,noise,YO bottle of Jameson,
15059,snacks,water view,
17805,issue,mixed drink,
26083,hot tub minor ,margharita sweey,
53354,wife,way,
23466,key card,bill,
2228,elevator,soda,
21954,Clean rooms,Pool,
23161,weekend,hours tea coffee,
58343,YO bottle of Jameson,negative feelings,
15831,mixed drink,cold,
9637,wife,way,
42551,beds,elevator,
84956,soda,odor,
7554,force,Strong smell,
19054,noise,not well ,
22064,issue,disappointment All,
10486,hours tea coffee,,
4876,Hospitality room,hot tub minor ,
15678,water view,wife,
83615,mixed drink,hot tub minor ,
23752,Pizza,wife,
17996,way,key card,
54290,bill,elevator,
63575,soda,,
3137,late service,not recommend,
16442, Great hotel. , loved it,
67283,snacks,water view,
34295,issue,mixed drink,
8662,hot tub minor ,Pizza,
9448,wife,way,
9939,key card,bill,
10851,elevator,soda,
40757,Clean rooms,Pool,
11916,weekend,hours tea coffee,
20438,YO bottle of Jameson,negative feelings,
84207,mixed drink,cold,
21358,wife,way,
4265,beds,elevator,
7557,soda,odor,
10684,force,Strong smell,
41728,noise,not well ,
47113,mixed drink,cold,
19950,wife,way,
24344,beds,elevator,
115721,soda,odor,
5400,force,Strong smell,
9484,noise,not well ,
51145,issue,disappointment All,
21700,hours tea coffee,,
41436,Hospitality room,hot tub minor ,
1652,water view,wife,
35649,mixed drink,hot tub minor ,
18986,Pizza,wife,
14708,way,key card,
115140,bill,elevator,
41416,soda,,
76371,late service,not recommend,
20984, Great hotel. , loved it,
16877,snacks,water view,
116857,issue,mixed drink,
13798,beer,,
15830,weekend,,
5332,bad beer,,
20,nice perk,dam kids,
25059,Clean rooms,Pool,
125775,floor guests,good food hot,
6671,floor guests,negative feelings,
22276,noise,YO bottle of Jameson,
67014,snacks,water view,
24954,issue,mixed drink,
24920,hot tub minor ,margharita sweey,
52906,wife,way,
12428,key card,bill,
79023,elevator,soda,
72421,Clean rooms,Pool,
5764,weekend,hours tea coffee,
64850,YO bottle of Jameson,negative feelings,
18464,mixed drink,cold,
41878,wife,way,
14779,beds,elevator,
17525,soda,odor,
22530,force,Strong smell,
25363,noise,not well ,
34652,issue,disappointment All,
79453,hours tea coffee,,
16302,Hospitality room,hot tub minor ,
45812,water view,wife,
34380,mixed drink,hot tub minor ,
27048,Pizza,wife,
77929,way,key card,
1570,bill,elevator,
11051,soda,,
41339,late service,not recommend,
26013, Great hotel. , loved it,
11823,snacks,water view,
24470,issue,mixed drink,
9777,hot tub minor ,Pizza,
12419,wife,way,
22848,key card,bill,
8765,elevator,soda,
77709,Clean rooms,Pool,
119485,weekend,hours tea coffee,
11172,YO bottle of Jameson,negative feelings,
36267,mixed drink,cold,
11975,wife,way,
6779,beds,elevator,
10621,soda,odor,
18945,force,Strong smell,
34745,noise,not well ,
16211,mixed drink,cold,
73044,wife,way,
20968,beds,elevator,
57651,soda,odor,
79458,force,Strong smell,
123729,noise,not well ,
44501,issue,disappointment All,
4021,hours tea coffee,,
25339,Hospitality room,hot tub minor ,
24321,water view,wife,
4848,mixed drink,hot tub minor ,
2552,Pizza,wife,
22125,way,key card,
8171,bill,elevator,
17979,soda,,
25822,late service,not recommend,
84134, Great hotel. , loved it,
20472,snacks,water view,
1554,issue,mixed drink,
10081,beer,,
49730,weekend,,
4135,bad beer,,
60038,nice perk,dam kids,
124794,Clean rooms,Pool,
16976,floor guests,good food hot,
20092,floor guests,negative feelings,
9865,noise,YO bottle of Jameson,
24579,snacks,water view,
34687,issue,mixed drink,
465,hot tub minor ,margharita sweey,
2539,wife,way,
20007,key card,bill,
20578,elevator,soda,
100891,Clean rooms,Pool,
13862,weekend,hours tea coffee,
20541,YO bottle of Jameson,negative feelings,
120584,mixed drink,cold,
17756,wife,way,
25721,beds,elevator,
2249,soda,odor,
68840,force,Strong smell,
53564,noise,not well ,
6732,issue,disappointment All,
933,hours tea coffee,,
12284,Hospitality room,hot tub minor ,
6596,water view,wife,
10897,mixed drink,hot tub minor ,
16871,Pizza,wife,
40431,way,key card,
118972,bill,elevator,
9864,soda,,
1851,late service,not recommend,
114282, Great hotel. , loved it,
126938,snacks,water view,
39867,issue,mixed drink,
26482,hot tub minor ,Pizza,
7930,wife,way,
1244,key card,bill,
42708,elevator,soda,
8031,Clean rooms,Pool,
64276,weekend,hours tea coffee,
14081,YO bottle of Jameson,negative feelings,
74992,mixed drink,cold,
42031,wife,way,
43282,beds,elevator,
17983,soda,odor,
17347,force,Strong smell,
53394,noise,not well ,
159,mixed drink,cold,
49303,wife,way,
13963,beds,elevator,
41238,soda,odor,
23980,force,Strong smell,
34568,noise,not well ,
115197,issue,disappointment All,
1293,hours tea coffee,,
490,Hospitality room,hot tub minor ,
15080,water view,wife,
48247,mixed drink,hot tub minor ,
118463,Pizza,wife,
8922,way,key card,
126211,bill,elevator,
8322,soda,,
9065,late service,not recommend,
19042, Great hotel. , loved it,
1640,snacks,water view,
20143,issue,mixed drink,
82497,beer,,
20405,weekend,,
23041,bad beer,,
23389,nice perk,dam kids,
278,Clean rooms,Pool,
28146,floor guests,good food hot,
22102,floor guests,negative feelings,
22253,noise,YO bottle of Jameson,
3613,snacks,water view,
25332,issue,mixed drink,
59580,hot tub minor ,margharita sweey,
18736,wife,way,
21096,key card,bill,
45857,elevator,soda,
13964,Clean rooms,Pool,
21909,weekend,hours tea coffee,
4566,YO bottle of Jameson,negative feelings,
34577,mixed drink,cold,
39605,wife,way,
63977,beds,elevator,
60625,soda,odor,
1818,force,Strong smell,
126972,noise,not well ,
4348,issue,disappointment All,
42153,hours tea coffee,,
28075,Hospitality room,hot tub minor ,
15214,water view,wife,
42243,mixed drink,hot tub minor ,
6281,Pizza,wife,
51072,way,key card,
28272,bill,elevator,
101702,soda,,
7805,late service,not recommend,
10857, Great hotel. , loved it,
11009,snacks,water view,
50306,issue,mixed drink,
84442,hot tub minor ,Pizza,
2083,wife,way,
84893,key card,bill,
17230,elevator,soda,
27378,Clean rooms,Pool,
126885,weekend,hours tea coffee,
1648,YO bottle of Jameson,negative feelings,
3623,mixed drink,cold,
26461,wife,way,
41200,beds,elevator,
1838,soda,odor,
